BBID,BTID,BLID,species,length_mm,caste,pass,replicate,lat,lon,locality,elevation,trapStartDay,trapStartMonth,trapEndDay,trapEndMonth,trapDeployedHours,Canola2015_Adjacent,Canola2014_100m,Cereals2014_100m,Pulses2014_100m,PastureForageCrop2014_100m,NativeGrassland2014_100m,Water2014_100m,Urban2014_100m,Shrubland2014_100m,Forest2014_100m,Wetland2014_100m,Canola2014_250m,Cereals2014_250m,Pulses2014_250m,PastureForageCrop2014_250m,NativeGrassland2014_250m,Water2014_250m,Urban2014_250m,Shrubland2014_250m,Forest2014_250m,Wetland2014_250m,Canola2014_500m,Cereals2014_500m,Pulses2014_500m,PastureForageCrop2014_500m,NativeGrassland2014_500m,Water2014_500m,Urban2014_500m,Shrubland2014_500m,Forest2014_500m,Wetland2014_500m
1121783,16725-5-A-2015,16725,borealis,14,worker,5,A,50.7371,-113.8596,"96 St E, Aldersyde",1004,6,8,13,8,167.9666667,0,0,0,0,0,1799.482949,0,2699.224424,10796.8977,4498.707374,10796.8977,0,14395.8636,0,0,35989.65899,8097.673273,19794.31244,45886.81521,14395.8636,53984.48848,16195.34655,125064.065,0,24293.01982,177249.0705,24293.01982,58483.19586,202441.8318,49485.78111,110668.2014
1121021,16725-5-A-2015,16725,borealis,23,queen,5,A,50.7371,-113.8596,"96 St E, Aldersyde",1004,6,8,13,8,167.9666667,0,0,0,0,0,1799.482949,0,2699.224424,10796.8977,4498.707374,10796.8977,0,14395.8636,0,0,35989.65899,8097.673273,19794.31244,45886.81521,14395.8636,53984.48848,16195.34655,125064.065,0,24293.01982,177249.0705,24293.01982,58483.19586,202441.8318,49485.78111,110668.2014
1121775,16725-5-A-2015,16725,borealis,19,queen,5,A,50.7371,-113.8596,"96 St E, Aldersyde",1004,6,8,13,8,167.9666667,0,0,0,0,0,1799.482949,0,2699.224424,10796.8977,4498.707374,10796.8977,0,14395.8636,0,0,35989.65899,8097.673273,19794.31244,45886.81521,14395.8636,53984.48848,16195.34655,125064.065,0,24293.01982,177249.0705,24293.01982,58483.19586,202441.8318,49485.78111,110668.2014
1121780,16725-5-A-2015,16725,borealis,18,queen,5,A,50.7371,-113.8596,"96 St E, Aldersyde",1004,6,8,13,8,167.9666667,0,0,0,0,0,1799.482949,0,2699.224424,10796.8977,4498.707374,10796.8977,0,14395.8636,0,0,35989.65899,8097.673273,19794.31244,45886.81521,14395.8636,53984.48848,16195.34655,125064.065,0,24293.01982,177249.0705,24293.01982,58483.19586,202441.8318,49485.78111,110668.2014
1122219,13405-4-A-2015,13405,borealis,18,queen,4,A,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1122220,13405-4-A-2015,13405,borealis,15,worker,4,A,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1122221,13405-4-A-2015,13405,borealis,21,queen,4,A,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1122112,13405-4-B-2015,13405,borealis,17,worker,4,B,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1122223,13405-4-B-2015,13405,borealis,15,worker,4,B,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1121034,13405-4-B-2015,13405,borealis,26,queen,4,B,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1121039,13405-4-B-2015,13405,borealis,19,queen,4,B,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1121259,13405-4-B-2015,13405,borealis,22,queen,4,B,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1121360,13405-4-C-2015,13405,borealis,16,worker,4,C,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1121386,13405-4-C-2015,13405,borealis,13,worker,4,C,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1122087,13405-4-C-2015,13405,borealis,18,queen,4,C,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1121387,13405-4-C-2015,13405,borealis,14,worker,4,C,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1122088,13405-4-C-2015,13405,borealis,16,worker,4,C,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1121388,13405-4-C-2015,13405,borealis,14,worker,4,C,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1122090,13405-4-C-2015,13405,borealis,18,queen,4,C,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,22,7,6,8,360.1166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1121776,13405-5-B-2015,13405,borealis,12,worker,5,B,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,6,8,13,8,167.9166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1121015,13405-5-C-2015,13405,borealis,22,queen,5,C,50.706,-113.8594,"378143 96 St E, Aldersyde",1025,6,8,13,8,167.9166667,0,13496.12212,0,0,0,0,899.7414747,6298.190323,899.7414747,0,9897.156222,95372.59632,17994.82949,0,0,0,6298.190323,16195.34655,4498.707374,0,55783.97143,385089.3512,166452.1728,0,36889.40046,2699.224424,12596.38065,53084.74701,14395.8636,0,115166.9088
1115243,12647-1-A-2015,12647,borealis,22,queen,1,A,50.7766,-113.8366,10.5 km from Gladys,996,29,6,6,7,167.6333333,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121489,12647-1-A-2015,12647,borealis,19,queen,1,A,50.7766,-113.8366,10.5 km from Gladys,996,29,6,6,7,167.6333333,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115244,12647-1-A-2015,12647,borealis,17,queen,1,A,50.7766,-113.8366,10.5 km from Gladys,996,29,6,6,7,167.6333333,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115250,12647-1-A-2015,12647,borealis,22,queen,1,A,50.7766,-113.8366,10.5 km from Gladys,996,29,6,6,7,167.6333333,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115263,12647-1-A-2015,12647,borealis,22,queen,1,A,50.7766,-113.8366,10.5 km from Gladys,996,29,6,6,7,167.6333333,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1122011,12647-2-A-2015,12647,borealis,22,queen,2,A,50.7766,-113.8366,10.5 km from Gladys,996,6,7,14,7,192.7333333,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121060,12647-3-A-2015,12647,borealis,23,queen,3,A,50.7766,-113.8366,10.5 km from Gladys,996,14,7,22,7,191.5833333,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121870,12647-3-A-2015,12647,borealis,17,queen,3,A,50.7766,-113.8366,10.5 km from Gladys,996,14,7,22,7,191.5833333,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121399,12647-3-A-2015,12647,borealis,21,queen,3,A,50.7766,-113.8366,10.5 km from Gladys,996,14,7,22,7,191.5833333,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115357,12647-4-A-2015,12647,borealis,16,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115377,12647-4-A-2015,12647,borealis,14,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121234,12647-4-A-2015,12647,borealis,14,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115374,12647-4-A-2015,12647,borealis,13,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115379,12647-4-A-2015,12647,borealis,16,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121231,12647-4-A-2015,12647,borealis,13,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121235,12647-4-A-2015,12647,borealis,12,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115375,12647-4-A-2015,12647,borealis,18,queen,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115380,12647-4-A-2015,12647,borealis,17,queen,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121232,12647-4-A-2015,12647,borealis,13,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121236,12647-4-A-2015,12647,borealis,13,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115376,12647-4-A-2015,12647,borealis,19,queen,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1115381,12647-4-A-2015,12647,borealis,17,queen,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121233,12647-4-A-2015,12647,borealis,12,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121237,12647-4-A-2015,12647,borealis,12,worker,4,A,50.7766,-113.8366,10.5 km from Gladys,996,22,7,6,8,360.15,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1122186,12647-5-A-2015,12647,borealis,15,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121827,12647-5-A-2015,12647,borealis,15,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1122190,12647-5-A-2015,12647,borealis,14,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121904,12647-5-A-2015,12647,borealis,16,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1122195,12647-5-A-2015,12647,borealis,15,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121912,12647-5-A-2015,12647,borealis,14,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1122286,12647-5-A-2015,12647,borealis,16,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121966,12647-5-A-2015,12647,borealis,15,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121970,12647-5-A-2015,12647,borealis,14,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121584,12647-5-A-2015,12647,borealis,13,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121719,12647-5-A-2015,12647,borealis,23,queen,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1122158,12647-5-A-2015,12647,borealis,21,queen,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121757,12647-5-A-2015,12647,borealis,22,queen,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1122163,12647-5-A-2015,12647,borealis,14,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121761,12647-5-A-2015,12647,borealis,15,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1122167,12647-5-A-2015,12647,borealis,15,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121808,12647-5-A-2015,12647,borealis,18,queen,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1122171,12647-5-A-2015,12647,borealis,14,worker,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
1121812,12647-5-A-2015,12647,borealis,18,queen,5,A,50.7766,-113.8366,10.5 km from Gladys,996,6,8,13,8,167.2,0,0,19794.31244,0,0,899.7414747,0,3598.965899,5398.448848,1799.482949,0,0,100771.0452,0,28791.72719,16195.34655,0,10796.8977,16195.34655,22493.53687,0,899.7414747,376091.9364,0,103470.2696,140359.6701,2699.224424,38688.88341,57583.45438,45886.81521,17095.08802
