year,day,site,block,nutrient,geno,biomass,count
2013,94,A,5,Control,5,13.3820899865,20
2013,94,A,5,Treatment,1,10.8366210074,15
2013,94,A,5,Treatment,3,12.4653787498,19
2013,94,A,5,Treatment,5,11.5998881393,17
2013,94,A,6,Control,1,8.8721248525,17
2013,94,A,6,Control,3,10.456683313,18
2013,94,A,6,Control,5,9.7715240072,17
2013,94,A,6,Treatment,1,9.83270318,17
2013,94,A,6,Treatment,3,12.6805923675,20
2013,94,A,6,Treatment,5,12.0329769959,20
2013,94,A,7,Control,1,7.463147827,14
2013,94,A,7,Control,3,10.7953909238,19
2013,94,A,7,Control,5,11.7714105561,12
2013,94,A,7,Treatment,1,10.9334711753,15
2013,94,A,7,Treatment,3,13.8201489196,17
2013,94,A,7,Treatment,5,12.8266617865,21
2013,94,A,8,Control,1,7.3436746796,18
2013,94,A,8,Control,3,11.1968752806,19
2013,94,A,8,Control,5,11.8469290237,17
2013,94,A,8,Treatment,1,10.819765288,19
2013,94,A,8,Treatment,3,11.8695126931,14
2013,94,A,8,Treatment,5,12.1142729034,21
2013,94,A,9,Control,1,10.3961979617,17
2013,94,A,9,Control,3,11.3029546688,15
2013,94,A,9,Control,5,11.7507910774,16
2013,94,A,9,Treatment,1,11.1242774152,15
2013,94,A,9,Treatment,3,13.5028491791,15
2013,94,A,9,Treatment,5,13.4823005552,17
2013,94,A,10,Control,1,11.8997200475,17
2013,94,A,10,Control,3,13.1385393215,15
2013,94,A,10,Control,5,11.8909101178,17
2013,94,A,10,Treatment,1,11.598648721,16
2013,94,A,10,Treatment,3,13.9391238923,17
2013,94,A,10,Treatment,5,14.1833135637,20
2013,95,A,1,Control,1,9.7249815112,20
2013,95,A,1,Control,3,11.2973312861,16
2013,95,A,1,Control,5,10.7934553054,19
2013,95,A,1,Treatment,1,11.2369947674,14
2013,95,A,1,Treatment,3,12.9765147942,19
2013,95,A,1,Treatment,5,12.668578303,22
2013,95,A,2,Control,1,10.555080465,16
2013,95,A,2,Control,3,12.4148220685,21
2013,95,A,2,Control,5,14.5469702593,21
2013,95,A,2,Treatment,1,11.0992743798,18
2013,95,A,2,Treatment,3,16.0110896197,17
2013,95,A,2,Treatment,5,13.983552594,17
2013,95,A,3,Control,1,10.0463049008,19
2013,95,A,3,Control,3,10.8753650337,18
2013,95,A,3,Control,5,10.9814488518,18
2013,95,A,3,Treatment,1,11.7395172987,18
2013,95,A,3,Treatment,3,12.577917347,19
2013,95,A,3,Treatment,5,13.1538652972,19
2013,95,A,4,Control,1,9.2363637634,19
2013,95,A,4,Control,3,11.095884102,16
2013,95,A,4,Control,5,10.1255111014,18
2013,95,A,4,Treatment,1,9.8857903748,17
2013,95,A,4,Treatment,3,11.4448833541,18
2013,95,A,4,Treatment,5,12.6830690247,22
2013,95,A,5,Control,1,8.7323662775,19
2013,95,A,5,Control,3,9.7726813399,23
2013,95,A,5,Control,5,11.6486505703,18
2013,95,A,5,Treatment,1,10.326438416,14
2013,95,A,5,Treatment,3,12.1161369381,16
2013,95,A,5,Treatment,5,12.0511290408,19
2013,95,A,6,Control,1,9.5697685842,18
2013,95,A,6,Control,3,9.2200674517,21
2013,95,A,6,Control,5,13.0207147975,18
2013,95,A,6,Treatment,1,10.159113182,20
2013,95,A,6,Treatment,3,9.5235284009,19
2013,95,A,6,Treatment,5,12.5788206048,17
2013,95,A,7,Control,1,9.5960491183,16
2013,95,A,7,Control,3,9.2837641709,18
2013,95,A,7,Control,5,9.9745124235,21
2013,95,A,7,Treatment,1,10.1950706395,17
2013,95,A,7,Treatment,3,11.6470067148,13
2013,95,A,7,Treatment,5,12.7682880902,17
2013,95,A,8,Control,1,7.6048791019,15
2013,95,A,8,Control,3,10.3272475786,19
2013,95,A,8,Control,5,12.3183821922,18
2013,95,A,8,Treatment,1,10.1340466226,13
2013,95,A,8,Treatment,3,12.2063335647,19
2013,95,A,8,Treatment,5,12.0802189058,17
2013,95,A,9,Control,1,9.7517291214,18
2013,95,A,9,Control,3,10.0962151308,14
2013,95,A,9,Control,5,10.1342156196,18
2013,95,A,9,Treatment,1,10.8770743969,18
2013,95,A,9,Treatment,3,12.4393958409,18
2013,95,A,9,Treatment,5,14.5049788407,16
2013,95,A,10,Control,1,10.4716869925,17
2013,95,A,10,Control,3,11.291289148,21
2013,95,A,10,Control,5,13.7904712696,20
2013,95,A,10,Treatment,1,11.5872412674,15
2013,95,A,10,Treatment,3,12.4343966274,15
2013,95,A,10,Treatment,5,13.9502452567,19
2013,96,A,1,Control,1,9.4487005897,20
2013,96,A,1,Control,3,11.1687251891,16
2013,96,A,1,Control,5,9.1966393715,16
2013,96,A,1,Treatment,1,11.2354464976,17
2013,96,A,1,Treatment,3,12.6715879779,21
2013,96,A,1,Treatment,5,12.7850871557,16
2013,96,A,2,Control,1,9.6457996817,17
2013,96,A,2,Control,3,10.9275977259,16
2013,96,A,2,Control,5,11.709290799,19
2013,96,A,2,Treatment,1,11.0353469044,18
2013,96,A,2,Treatment,3,13.1705965642,18
2013,96,A,2,Treatment,5,13.7722006259,22
2013,96,A,3,Control,1,7.9645360575,19
2013,96,A,3,Control,3,9.9225456942,13
2013,96,A,3,Control,5,12.6827510554,14
2013,96,A,3,Treatment,1,11.9790184389,18
2013,96,A,3,Treatment,3,13.2393041998,17
2013,96,A,3,Treatment,5,13.4037793991,15
2013,96,A,4,Control,1,7.8475511913,15
2013,96,A,4,Control,3,9.5540245763,21
2013,96,A,4,Control,5,8.6660127149,19
2013,96,A,4,Treatment,1,10.134703234,20
2013,96,A,4,Treatment,3,11.6446152786,19
2013,96,A,4,Treatment,5,10.3956555427,18
2013,96,A,5,Control,1,9.9532851678,19
2013,96,A,5,Control,3,11.461828594,16
2013,96,A,5,Control,5,11.6360919941,21
2013,96,A,5,Treatment,1,10.0269075044,20
2013,96,A,5,Treatment,3,11.9503312599,17
2013,96,A,5,Treatment,5,12.2829344617,18
2013,96,A,6,Control,1,7.9319023184,20
2013,96,A,6,Control,3,9.9486390191,19
2013,96,A,6,Control,5,9.2794720622,18
2013,96,A,6,Treatment,1,9.4847161279,15
2013,96,A,6,Treatment,3,12.1721157711,17
2013,96,A,6,Treatment,5,10.161693591,18
2013,96,A,7,Control,1,9.2312244037,15
2013,96,A,7,Control,3,10.5590544947,20
2013,96,A,7,Control,5,9.4747390489,17
2013,96,A,7,Treatment,1,10.1500854406,17
2013,96,A,7,Treatment,3,11.1662215475,17
2013,96,A,7,Treatment,5,13.1431223004,16
2013,96,A,8,Control,1,8.7324285518,17
2013,96,A,8,Control,3,9.8725494718,15
2013,96,A,8,Control,5,12.8132522879,17
2013,96,A,8,Treatment,1,10.7678874279,18
2013,96,A,8,Treatment,3,12.2955985415,18
2013,96,A,8,Treatment,5,11.844661734,21
2013,96,A,9,Control,1,11.4915553664,14
2013,96,A,9,Control,3,11.4706919748,19
2013,96,A,9,Control,5,9.8048017575,17
2013,96,A,9,Treatment,1,11.8528468089,18
2013,96,A,9,Treatment,3,14.7383085159,17
2013,96,A,9,Treatment,5,12.7644160595,19
2013,96,A,10,Control,1,10.3804446665,17
2013,96,A,10,Control,3,12.2026933652,16
2013,96,A,10,Control,5,11.5650339877,16
2013,96,A,10,Treatment,1,12.9152834085,19
2013,96,A,10,Treatment,3,11.8820024941,17
2013,96,A,10,Treatment,5,13.8613484994,20
2013,97,A,1,Control,1,7.7807785986,22
2013,97,A,1,Control,3,10.0647861416,17
2013,97,A,1,Control,5,10.5730379516,22
2013,97,A,1,Treatment,1,10.4920710148,17
2013,97,A,1,Treatment,3,13.1446625775,19
2013,97,A,1,Treatment,5,14.3043761003,20
2013,97,A,2,Control,1,9.5617601988,17
2013,97,A,2,Control,3,12.1921902567,19
2013,97,A,2,Control,5,12.5877992686,23
2013,97,A,2,Treatment,1,13.2810922546,19
2013,97,A,2,Treatment,3,14.2896777958,20
2013,97,A,2,Treatment,5,13.0958938586,20
2013,97,A,3,Control,1,9.6658721086,15
2013,97,A,3,Control,3,12.6653319914,18
2013,97,A,3,Control,5,12.4397039874,20
2013,97,A,3,Treatment,1,12.0448128358,16
2013,97,A,3,Treatment,3,15.0179489772,17
2013,97,A,3,Treatment,5,12.643822318,21
2013,97,A,4,Control,1,8.832525677,18
2013,97,A,4,Control,3,10.6527293681,19
2013,97,A,4,Control,5,11.4050216923,21
2013,97,A,4,Treatment,1,10.9322846684,17
2013,97,A,4,Treatment,3,12.0547338068,14
2013,97,A,4,Treatment,5,12.2569991701,20
2013,97,A,5,Control,1,9.7682943905,19
2013,97,A,5,Control,3,9.3156872689,21
2013,97,A,5,Control,5,10.5084199379,17
2013,97,A,5,Treatment,1,12.2049719932,13
2013,97,A,5,Treatment,3,12.5640740288,19
2013,97,A,5,Treatment,5,13.0534651412,21
2013,97,A,6,Control,1,11.2327373367,14
2013,97,A,6,Control,3,9.0032733854,16
2013,97,A,6,Control,5,12.0185940811,17
2013,97,A,6,Treatment,1,11.0939446284,19
2013,97,A,6,Treatment,3,11.937451785,15
2013,97,A,6,Treatment,5,12.6254633037,16
2013,97,A,7,Control,1,9.3656208386,18
2013,97,A,7,Control,3,9.8063961218,20
2013,97,A,7,Control,5,10.892790929,20
2013,97,A,7,Treatment,1,10.401854186,17
2013,97,A,7,Treatment,3,11.6470823852,19
2013,97,A,7,Treatment,5,12.9614598418,20
2013,97,A,8,Control,1,8.5790263457,14
2013,97,A,8,Control,3,10.3084636634,14
2013,97,A,8,Control,5,9.8070134647,21
2013,97,A,8,Treatment,1,9.8924306548,16
2013,97,A,8,Treatment,3,12.0481559064,15
2013,97,A,8,Treatment,5,13.5161705414,21
2013,97,A,9,Control,1,10.3008858327,18
2013,97,A,9,Control,3,11.654812053,18
2013,97,A,9,Control,5,10.7208241049,16
2013,97,A,9,Treatment,1,11.7219171601,15
2013,97,A,9,Treatment,3,13.1335381737,15
2013,97,A,9,Treatment,5,13.138381291,19
2013,97,A,10,Control,1,12.2108622927,18
2013,97,A,10,Control,3,11.4753082829,19
2013,97,A,10,Control,5,13.8908419543,21
2013,97,A,10,Treatment,1,13.7630959759,19
2013,97,A,10,Treatment,3,11.6753655185,19
2013,97,A,10,Treatment,5,14.9271535594,18
2013,98,A,1,Control,1,10.5281888228,16
2013,98,A,1,Control,3,9.1887024503,17
2013,98,A,1,Control,5,13.2495839921,20
2013,98,A,1,Treatment,1,12.3304745501,15
2013,98,A,1,Treatment,3,12.7203403171,17
2013,98,A,1,Treatment,5,13.2658338347,18
2013,98,A,2,Control,1,10.0572396803,16
2013,98,A,2,Control,3,11.7919275597,18
2013,98,A,2,Control,5,12.6943111175,21
2013,98,A,2,Treatment,1,12.4183660103,19
2013,98,A,2,Treatment,3,12.1822243498,14
2013,98,A,2,Treatment,5,15.7807570258,17
2013,98,A,3,Control,1,9.7279442937,12
2013,98,A,3,Control,3,11.3099614045,19
2013,98,A,3,Control,5,13.0106888425,16
2013,98,A,3,Treatment,1,11.7645282863,15
2013,98,A,3,Treatment,3,13.9272946475,18
2013,98,A,3,Treatment,5,14.1166461866,18
2013,98,A,4,Control,1,7.9674957493,16
2013,98,A,4,Control,3,12.5246153468,17
2013,98,A,4,Control,5,10.4533731841,21
2013,98,A,4,Treatment,1,11.0602874093,18
2013,98,A,4,Treatment,3,11.8141105289,18
2013,98,A,4,Treatment,5,11.3911477853,20
2013,98,A,5,Control,1,9.6764088724,17
2013,98,A,5,Control,3,9.4208918434,17
2013,98,A,5,Control,5,9.2781981049,17
2013,98,A,5,Treatment,1,11.1202697921,17
2013,98,A,5,Treatment,3,11.6352199724,20
2013,98,A,5,Treatment,5,14.6131477151,21
2013,98,A,6,Control,1,9.8487654161,17
2013,98,A,6,Control,3,9.4609780065,19
2013,98,A,6,Control,5,11.5640885132,19
2013,98,A,6,Treatment,1,8.78850652,19
2013,98,A,6,Treatment,3,11.0863237588,18
2013,98,A,6,Treatment,5,12.6597986055,19
2013,98,A,7,Control,1,11.3373446727,16
2013,98,A,7,Control,3,11.8590822424,21
2013,98,A,7,Control,5,11.0551409954,19
2013,98,A,7,Treatment,1,11.0749447113,18
2013,98,A,7,Treatment,3,11.2350294362,11
2013,98,A,7,Treatment,5,13.9343837421,19
2013,98,A,8,Control,1,8.2277078027,19
2013,98,A,8,Control,3,10.5900578569,21
2013,98,A,8,Control,5,10.3621727708,18
2013,98,A,8,Treatment,1,10.5610610609,17
2013,98,A,8,Treatment,3,10.7279942277,20
2013,98,A,8,Treatment,5,12.2174528399,17
2013,98,A,9,Control,1,11.0400131982,15
2013,98,A,9,Control,3,11.4374085783,17
2013,98,A,9,Control,5,11.7868638904,17
2013,98,A,9,Treatment,1,10.626078476,12
2013,98,A,9,Treatment,3,10.969529095,17
2013,98,A,9,Treatment,5,14.6481380319,19
2013,98,A,10,Control,1,11.0943556644,16
2013,98,A,10,Control,3,13.3277454151,14
2013,98,A,10,Control,5,14.4874761077,18
2013,98,A,10,Treatment,1,12.1795680564,17
2013,98,A,10,Treatment,3,13.9033159416,20
2013,98,A,10,Treatment,5,13.9144576031,19
2013,99,A,1,Control,1,8.7146260997,14
2013,99,A,1,Control,3,11.7294184518,16
2013,99,A,1,Control,5,11.7412888515,20
2013,99,A,1,Treatment,1,11.4968133774,15
2013,99,A,1,Treatment,3,12.3639547446,19
2013,99,A,1,Treatment,5,13.9476955395,22
2013,99,A,2,Control,1,10.0838663249,18
2013,99,A,2,Control,3,13.1382362761,22
2013,99,A,2,Control,5,13.1665435038,19
2013,99,A,2,Treatment,1,13.8147650344,16
2013,99,A,2,Treatment,3,14.4009665862,15
2013,99,A,2,Treatment,5,13.9219293491,20
2013,99,A,3,Control,1,10.860619462,16
2013,99,A,3,Control,3,11.3917771471,18
2013,99,A,3,Control,5,10.4364940761,19
2013,99,A,3,Treatment,1,12.8482244813,20
2013,99,A,3,Treatment,3,13.516588689,15
2013,99,A,3,Treatment,5,13.9080692665,19
2013,99,A,4,Control,1,8.1847865386,14
2013,99,A,4,Control,3,9.7756041553,20
2013,99,A,4,Control,5,12.5033517425,20
2013,99,A,4,Treatment,1,10.4723368876,14
2013,99,A,4,Treatment,3,11.2243965082,17
2013,99,A,4,Treatment,5,9.3992561012,14
2013,99,A,5,Control,1,9.7470869895,17
2013,99,A,5,Control,3,10.316449111,17
2013,99,A,5,Control,5,10.7891707152,21
2013,99,A,5,Treatment,1,11.7550485103,17
2013,99,A,5,Treatment,3,11.7544836169,19
2013,99,A,5,Treatment,5,12.6803271008,20
2013,99,A,6,Control,1,8.708583809,17
2013,99,A,6,Control,3,10.9514983609,18
2013,99,A,6,Control,5,10.6744834831,20
2013,99,A,6,Treatment,1,10.6504507256,15
2013,99,A,6,Treatment,3,11.3303947307,16
2013,99,A,6,Treatment,5,11.8513120284,18
2013,99,A,7,Control,1,7.9595169611,21
2013,99,A,7,Control,3,9.1910034804,16
2013,99,A,7,Control,5,9.1946048589,16
2013,99,A,7,Treatment,1,12.1427201269,16
2013,99,A,7,Treatment,3,11.8242516735,18
2013,99,A,7,Treatment,5,11.7078164824,22
2013,99,A,8,Control,1,8.9680484609,14
2013,99,A,8,Control,3,9.1037754371,16
2013,99,A,8,Control,5,11.3523209066,15
2013,99,A,8,Treatment,1,10.1348741333,17
2013,99,A,8,Treatment,3,11.9309634115,16
2013,99,A,8,Treatment,5,12.8843916987,18
2013,99,A,9,Control,1,10.0714862776,17
2013,99,A,9,Control,3,13.8596997422,19
2013,99,A,9,Control,5,11.5795503363,22
2013,99,A,9,Treatment,1,11.3700950746,15
2013,99,A,9,Treatment,3,10.9396392614,16
2013,99,A,9,Treatment,5,13.1500556911,17
2013,99,A,10,Control,1,9.6188392532,19
2013,99,A,10,Control,3,11.1010913156,13
2013,99,A,10,Control,5,13.570437751,17
2013,99,A,10,Treatment,1,11.2118535652,17
2013,99,A,10,Treatment,3,13.2082942412,23
2013,99,A,10,Treatment,5,13.3785807192,18
2013,100,A,1,Control,1,9.8098244512,16
2013,100,A,1,Control,3,10.0693403314,16
2013,100,A,1,Control,5,11.3516907138,19
2013,100,A,1,Treatment,1,10.9250931178,18
2013,100,A,1,Treatment,3,13.2509058014,18
2013,100,A,1,Treatment,5,11.7144119065,18
2013,100,A,2,Control,1,10.6463199131,17
2013,100,A,2,Control,3,9.860032372,17
2013,100,A,2,Control,5,12.89163612,22
2013,100,A,2,Treatment,1,12.6358922132,13
2013,100,A,2,Treatment,3,13.7496684996,17
2013,100,A,2,Treatment,5,15.7345378334,19
2013,100,A,3,Control,1,11.5608745876,14
2013,100,A,3,Control,3,11.5677766127,18
2013,100,A,3,Control,5,13.0102655448,18
2013,100,A,3,Treatment,1,10.8744520998,17
2013,100,A,3,Treatment,3,15.2499837561,19
2013,100,A,3,Treatment,5,15.4241033285,19
2013,100,A,4,Control,1,10.5143329461,13
2013,100,A,4,Control,3,9.1636290003,19
2013,100,A,4,Control,5,11.760567342,20
2013,100,A,4,Treatment,1,10.2113322262,18
2013,100,A,4,Treatment,3,12.2774159418,18
2013,100,A,4,Treatment,5,11.9834670996,21
2013,100,A,5,Control,1,9.2364115597,18
2013,100,A,5,Control,3,11.8012726708,15
2013,100,A,5,Control,5,12.4921232855,21
2013,100,A,5,Treatment,1,11.9731421925,16
2013,100,A,5,Treatment,3,11.6371906196,20
2013,100,A,5,Treatment,5,12.0314576519,20
2013,100,A,6,Control,1,9.1538591,16
2013,100,A,6,Control,3,10.163277857,15
2013,100,A,6,Control,5,10.8609292945,19
2013,100,A,6,Treatment,1,11.4030496053,16
2013,100,A,6,Treatment,3,12.6036513531,15
2013,100,A,6,Treatment,5,12.1925067237,16
2013,100,A,7,Control,1,8.0792979619,18
2013,100,A,7,Control,3,9.1981485917,14
2013,100,A,7,Control,5,10.8316819705,21
2013,100,A,7,Treatment,1,9.588660345,17
2013,100,A,7,Treatment,3,11.6785539731,18
2013,100,A,7,Treatment,5,12.6185658978,18
2013,100,A,8,Control,1,10.3976736307,12
2013,100,A,8,Control,3,11.6289256381,16
2013,100,A,8,Control,5,10.6312333961,19
2013,100,A,8,Treatment,1,9.2869992097,14
2013,100,A,8,Treatment,3,12.6330301186,19
2013,100,A,8,Treatment,5,11.7695078036,21
2013,100,A,9,Control,1,10.9715668363,17
2013,100,A,9,Control,3,12.4904523729,18
2013,100,A,9,Control,5,10.7331942866,16
2013,100,A,9,Treatment,1,12.7790481892,17
2013,100,A,9,Treatment,3,12.4604640336,17
2013,100,A,9,Treatment,5,14.3082419822,20
2013,100,A,10,Control,1,11.7667548757,20
2013,100,A,10,Control,3,10.7317459696,17
2013,100,A,10,Control,5,13.6862323273,18
2013,100,A,10,Treatment,1,11.3367274006,18
2013,100,A,10,Treatment,3,12.6806812068,17
2013,100,A,10,Treatment,5,14.7566086684,18
2013,101,A,1,Control,1,8.6780263415,19
2013,101,A,1,Control,3,10.1334154384,18
2013,101,A,1,Control,5,11.934098084,20
2013,101,A,1,Treatment,1,10.2758326529,17
2013,101,A,1,Treatment,3,11.858396693,17
2013,101,A,1,Treatment,5,13.0603279125,20
2013,101,A,2,Control,1,10.8718881326,17
2013,101,A,2,Control,3,11.6385198316,15
2013,101,A,2,Control,5,12.2895010068,21
2013,101,A,2,Treatment,1,11.0262927116,16
2013,101,A,2,Treatment,3,11.8412956673,19
2013,101,A,2,Treatment,5,15.2565156508,17
2013,101,A,3,Control,1,8.4784456937,17
2013,101,A,3,Control,3,11.2658878476,22
2013,101,A,3,Control,5,12.5506336566,16
2013,101,A,3,Treatment,1,12.0380934578,18
2013,101,A,3,Treatment,3,12.2947065676,20
2013,101,A,3,Treatment,5,14.0578685804,20
2013,101,A,4,Control,1,9.8768289606,19
2013,101,A,4,Control,3,11.7523995127,16
2013,101,A,4,Control,5,10.4263592871,22
2013,101,A,4,Treatment,1,11.9050852477,16
2013,101,A,4,Treatment,3,11.1523221634,19
2013,101,A,4,Treatment,5,11.7638952269,16
2013,101,A,5,Control,1,9.4278215686,22
2013,101,A,5,Control,3,10.1989664704,15
2013,101,A,5,Control,5,10.5219597301,20
2013,101,A,5,Treatment,1,11.532652643,14
2013,101,A,5,Treatment,3,11.7304209594,15
2013,101,A,5,Treatment,5,13.0474919347,14
2013,101,A,6,Control,1,8.704411758,18
2013,101,A,6,Control,3,8.9567295222,22
2013,101,A,6,Control,5,10.8715477284,18
2013,101,A,6,Treatment,1,9.6017194751,19
2013,101,A,6,Treatment,3,10.382481868,19
2013,101,A,6,Treatment,5,11.5948976794,18
2013,101,A,7,Control,1,8.1833151537,16
2013,101,A,7,Control,3,10.0683930871,20
2013,101,A,7,Control,5,11.7699519384,21
2013,101,A,7,Treatment,1,9.7949013426,20
2013,101,A,7,Treatment,3,12.8163751726,16
2013,101,A,7,Treatment,5,13.1072960375,21
2013,101,A,8,Control,1,9.875076638,15
2013,101,A,8,Control,3,9.7228236312,21
2013,101,A,8,Control,5,11.0291895391,22
2013,101,A,8,Treatment,1,12.4627858089,17
2013,101,A,8,Treatment,3,11.0937266894,19
2013,101,A,8,Treatment,5,14.6791050703,16
2013,101,A,9,Control,1,8.8496603756,19
2013,101,A,9,Control,3,10.8223925835,21
2013,101,A,9,Control,5,10.8411637652,19
2013,101,A,9,Treatment,1,10.7908533087,15
2013,101,A,9,Treatment,3,13.0953588885,16
2013,101,A,9,Treatment,5,13.7034967003,21
2013,101,A,10,Control,1,10.1109098542,20
2013,101,A,10,Control,3,11.8096335112,19
2013,101,A,10,Control,5,11.9033184823,20
2013,101,A,10,Treatment,1,14.5384521073,17
2013,101,A,10,Treatment,3,12.699813834,18
2013,101,A,10,Treatment,5,14.4178459566,17
2013,102,A,1,Control,1,11.2465249208,18
2013,102,A,1,Control,3,11.5618340207,16
2013,102,A,1,Control,5,12.8741701484,19
2013,102,A,1,Treatment,1,10.5215658608,17
2013,102,A,1,Treatment,3,13.5188675957,16
2013,102,A,1,Treatment,5,12.659445658,18
2013,102,A,2,Control,1,10.4198381178,16
2013,102,A,2,Control,3,12.3281879624,21
2013,102,A,2,Control,5,12.6980070084,18
2013,102,A,2,Treatment,1,12.223823741,15
2013,102,A,2,Treatment,3,12.8216775131,20
2013,102,A,2,Treatment,5,14.0458367801,16
2013,102,A,3,Control,1,8.6423964648,15
2013,102,A,3,Control,3,11.8114195067,15
2013,102,A,3,Control,5,9.4269331851,19
2013,102,A,3,Treatment,1,12.7092705486,16
2013,102,A,3,Treatment,3,14.0571161112,14
2013,102,A,3,Treatment,5,13.3409833951,18
2013,102,A,4,Control,1,9.141492036,17
2013,102,A,4,Control,3,10.2108993531,15
2013,102,A,4,Control,5,9.9821297818,17
2013,102,A,4,Treatment,1,10.6828073594,16
2013,102,A,4,Treatment,3,10.5587702337,17
2013,102,A,4,Treatment,5,10.9549064551,16
2013,102,A,5,Control,1,9.5292165782,17
2013,102,A,5,Control,3,9.7172522255,19
2013,102,A,5,Control,5,11.6956198666,18
2013,102,A,5,Treatment,1,11.0911028776,14
2013,102,A,5,Treatment,3,12.5941460618,16
2013,102,A,5,Treatment,5,13.30145893,18
2013,102,A,6,Control,1,9.7822498352,17
2013,102,A,6,Control,3,11.0731241615,20
2013,102,A,6,Control,5,8.3879078552,18
2013,102,A,6,Treatment,1,10.2132227323,17
2013,102,A,6,Treatment,3,11.9951388038,20
2013,102,A,6,Treatment,5,12.496504477,17
2013,102,A,7,Control,1,11.3487008679,14
2013,102,A,7,Control,3,10.0802921716,16
2013,102,A,7,Control,5,11.5500573552,18
2013,102,A,7,Treatment,1,11.6233195856,14
2013,102,A,7,Treatment,3,12.3974732777,19
2013,102,A,7,Treatment,5,12.3821893921,16
2013,102,A,8,Control,1,11.4681312315,14
2013,102,A,8,Control,3,10.6831465226,19
2013,102,A,8,Control,5,12.6088854013,19
2013,102,A,8,Treatment,1,10.3710782221,18
2013,102,A,8,Treatment,3,13.2298216377,15
2013,102,A,8,Treatment,5,11.0494388525,21
2013,102,A,9,Control,1,9.2861586905,14
2013,102,A,9,Control,3,11.640500225,15
2013,102,A,9,Control,5,12.1523139797,19
2013,102,A,9,Treatment,1,11.1930222431,14
2013,102,A,9,Treatment,3,13.7945395727,18
2013,102,A,9,Treatment,5,13.1000413956,17
2013,102,A,10,Control,1,10.6746040338,16
2013,102,A,10,Control,3,11.2519852768,20
2013,102,A,10,Control,5,12.834275732,18
2013,102,A,10,Treatment,1,12.6445618126,19
2013,102,A,10,Treatment,3,14.7352584742,17
2013,102,A,10,Treatment,5,14.1986131037,22
2013,103,A,1,Control,1,9.539528935,16
2013,103,A,1,Control,3,11.8525006327,17
2013,103,A,1,Control,5,10.0576421049,17
2013,103,A,1,Treatment,1,10.5103384028,16
2013,103,A,1,Treatment,3,11.8533549781,18
2013,103,A,1,Treatment,5,13.3346468061,15
2013,103,A,2,Control,1,10.1449447493,18
2013,103,A,2,Control,3,12.3541670945,16
2013,103,A,2,Control,5,12.4802208857,15
2013,103,A,2,Treatment,1,11.4280045938,19
2013,103,A,2,Treatment,3,12.0503729942,14
2013,103,A,2,Treatment,5,16.4658523604,19
2013,103,A,3,Control,1,10.1448645808,14
2013,103,A,3,Control,3,11.773761743,19
2013,103,A,3,Control,5,11.2434391851,18
2013,103,A,3,Treatment,1,13.1885686825,14
2013,103,A,3,Treatment,3,13.3275006871,19
2013,103,A,3,Treatment,5,15.0152658531,19
2013,103,A,4,Control,1,8.4317144785,17
2013,103,A,4,Control,3,10.0785156623,16
2013,103,A,4,Control,5,11.4507241032,17
2013,103,A,4,Treatment,1,11.4530868691,19
2013,103,A,4,Treatment,3,12.7537827479,20
2013,103,A,4,Treatment,5,12.909449707,19
2013,103,A,5,Control,1,9.9424047038,16
2013,103,A,5,Control,3,11.2959306383,21
2013,103,A,5,Control,5,11.1069975953,20
2013,103,A,5,Treatment,1,11.068705956,17
2013,103,A,5,Treatment,3,12.1268332735,14
2013,103,A,5,Treatment,5,12.0497495253,17
2013,103,A,6,Control,1,8.2477285578,17
2013,103,A,6,Control,3,9.8290462719,19
2013,103,A,6,Control,5,10.8990911538,17
2013,103,A,6,Treatment,1,12.6365819311,15
2013,103,A,6,Treatment,3,13.7056414082,13
2013,103,A,6,Treatment,5,13.1313371121,16
2013,103,A,7,Control,1,9.0202605615,17
2013,103,A,7,Control,3,9.9619174437,19
2013,103,A,7,Control,5,11.4240327567,18
2013,103,A,7,Treatment,1,9.6562409841,16
2013,103,A,7,Treatment,3,12.4880552891,18
2013,103,A,7,Treatment,5,12.8662042923,17
2013,103,A,8,Control,1,9.6706394176,19
2013,103,A,8,Control,3,9.0996255581,19
2013,103,A,8,Control,5,10.7119710327,18
2013,103,A,8,Treatment,1,11.8518495595,16
2013,103,A,8,Treatment,3,12.021938037,20
2013,103,A,8,Treatment,5,11.9335288912,20
2013,103,A,9,Control,1,9.8896318583,18
2013,103,A,9,Control,3,13.600734716,20
2013,103,A,9,Control,5,10.2414484814,18
2013,103,A,9,Treatment,1,12.6143075649,13
2013,103,A,9,Treatment,3,15.7457368071,16
2013,103,A,9,Treatment,5,13.9432645571,20
2013,103,A,10,Control,1,10.885204579,16
2013,103,A,10,Control,3,11.4088753302,16
2013,103,A,10,Control,5,10.104594382,18
2013,103,A,10,Treatment,1,12.8707997222,16
2013,103,A,10,Treatment,3,12.7360155373,20
2013,103,A,10,Treatment,5,14.0993306401,16
2013,104,A,1,Control,1,9.0607114304,16
2013,104,A,1,Control,3,11.4999348565,19
2013,104,A,1,Control,5,11.5468039108,17
2013,104,A,1,Treatment,1,11.9008609271,18
2013,104,A,1,Treatment,3,13.1602097616,18
2013,104,A,1,Treatment,5,13.6526067269,21
2013,104,A,2,Control,1,10.7653182139,14
2013,104,A,2,Control,3,12.1443993708,18
2013,104,A,2,Control,5,13.4978749949,21
2013,104,A,2,Treatment,1,11.1670026888,17
